"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"lfc_shrunken"	"SYMBOL"	"GENENAME"	"ENTREZID"	"Ctrl_1"	"Ctrl_2"	"Ctrl_3"	"Ctrl_4"	"OB_OA_1"	"OB_OA_2"	"OB_OA_3"	"OB_OA_4"	"OB_OA_5"	"OB_OA_6"	"OB_OA_7"
"ENSG00000101605"	407.805488654776	-1.67070334301383	0.434569196103208	-3.84450476010509	0.000120796140459475	0.0105161888394911	-1.45788271700706	"MYOM1"	"myomesin 1"	"8736"	307	953	381	1546	100	157	138	218	208	315	491
"ENSG00000101811"	182.650479436606	0.974239291168513	0.240198467948152	4.05597629115106	4.9925323876352e-05	0.00590804611897817	0.931735943149313	"CSTF2"	"cleavage stimulation factor subunit 2"	"1478"	95	126	120	141	169	200	255	240	221	215	222
"ENSG00000102265"	17781.6113655569	2.35538107919458	0.434684864824426	5.41859464130628	6.00693386535998e-08	4.00501327179221e-05	2.04148542989624	"TIMP1"	"TIMP metallopeptidase inhibitor 1"	"7076"	6248	3904	7253	3082	24932	8734	24689	15528	21946	22051	48533
"ENSG00000102468"	405.136629788225	1.46205800507306	0.374302038394018	3.90609148522454	9.38010109487787e-05	0.00890327928922158	1.31492188734116	"HTR2A"	"5-hydroxytryptamine receptor 2A"	"3356"	215	142	287	159	330	380	518	717	1041	427	264
"ENSG00000102606"	1674.61656100665	-0.590068207996689	0.17395196682222	-3.39213300531257	0.000693507667265855	0.034721109143552	-0.576354406636958	"ARHGEF7"	"Rho guanine nucleotide exchange factor 7"	"8874"	2258	2316	1918	2594	791	1518	1486	1317	1493	1565	1821
"ENSG00000103522"	70.6342094288104	1.81553846412107	0.414241598442838	4.38280093294784	1.17163161529147e-05	0.00191730681774882	1.59649156218418	"IL21R"	"interleukin 21 receptor"	"50615"	29	10	25	53	65	62	121	53	157	128	85
"ENSG00000103546"	126.230734892258	2.30029485856828	0.568393291766564	4.04701267922951	5.18754323729308e-05	0.0059661287818866	1.81605261796424	"SLC6A2"	"solute carrier family 6 member 2"	"6530"	28	46	4	81	117	39	343	202	296	148	102
"ENSG00000104368"	900.23607404697	-1.03328029535288	0.303187592412434	-3.40805600628697	0.000654274643721452	0.0332439621947391	-0.963959574922026	"PLAT"	"plasminogen activator, tissue type"	"5327"	1655	1663	809	1573	289	779	376	831	648	926	799
"ENSG00000104435"	68.7424298836433	4.10147474115086	0.708556963430736	5.78848977969545	7.10220691609905e-09	8.08941367743682e-06	2.84766893673534	"STMN2"	"stathmin 2"	"11075"	4	12	4	6	107	2	68	177	167	88	70
"ENSG00000104490"	246.150971239132	-1.04902025365982	0.32368648870969	-3.24085277035047	0.00119172716706017	0.048841160178046	-0.96965362801275	"NCALD"	"neurocalcin delta"	"83988"	268	342	450	512	55	197	134	139	250	194	328
"ENSG00000105227"	328.688031445364	-0.99285551510428	0.25314541955416	-3.92207576519812	8.77893757456757e-05	0.00854025044620566	-0.499065579624911	"PRX"	"periaxin"	"57716"	441	486	533	591	125	341	215	174	225	271	1065
"ENSG00000105369"	114.704563596873	4.18707138269202	1.04186049992104	4.01884070181118	5.8485193855519e-05	0.00642068778809023	1.92902826918086	"CD79A"	"CD79a molecule"	"973"	13	11	12	4	43	10	213	748	82	124	10
"ENSG00000105639"	582.858756026159	1.58818746066455	0.344587551842097	4.60895192578609	4.04703888122926e-06	0.000875160047885445	1.45079976100604	"JAK3"	"Janus kinase 3"	"3718"	396	196	146	356	260	496	1202	656	849	965	1222
"ENSG00000105835"	1435.29430827666	1.28324369067244	0.380185087283615	3.37531306091222	0.000737317648219147	0.0358635502343747	1.15060974328999	"NAMPT"	"nicotinamide phosphoribosyltransferase"	"10135"	367	845	587	1481	826	1832	1817	2999	2640	2077	815
"ENSG00000105849"	2186.42909187566	2.47489282577754	0.443638066305655	5.57863045068906	2.42419639948041e-08	2.1376720250386e-05	2.13233603186403	"POLR1F"	"RNA polymerase I subunit F"	"221830"	854	501	517	487	2283	1374	4833	2718	6758	2825	896
"ENSG00000105971"	1354.80020560781	-1.74996401459628	0.418742099440792	-4.17909738937943	2.92668344267914e-05	0.00392175581319005	-1.54105039832295	"CAV2"	"caveolin 2"	"858"	739	3300	1260	5538	277	978	656	1091	837	671	720
"ENSG00000105974"	11898.1661191723	-1.00659136081772	0.252721120777675	-3.98301241194338	6.80472002280091e-05	0.00718200102483728	-0.958603771544297	"CAV1"	"caveolin 1"	"857"	12216	18747	15924	28716	4777	9037	7986	11038	11976	8090	8350
"ENSG00000106178"	9.10330178712294	-3.3337154344354	0.884720356149096	-3.76810074648445	0.00016449431774015	0.0128367543037499	-2.10664597390195	"CCL24"	"C-C motif chemokine ligand 24"	"6369"	33	45	3	9	1	4	0	1	4	0	5
"ENSG00000106236"	319.701717806442	1.45009129486782	0.410032693849571	3.53652602979951	0.000405426546593427	0.0242510723800392	1.27803803842091	"NPTX2"	"neuronal pentraxin 2"	"4885"	255	76	241	55	173	381	618	322	480	440	600
"ENSG00000106511"	564.48040787299	-1.30464181558897	0.387057143129349	-3.37066978028352	0.000749856836906629	0.0360160635037384	-1.16843180483239	"MEOX2"	"mesenchyme homeobox 2"	"4223"	536	1019	1096	1245	269	440	261	291	158	346	752
"ENSG00000108231"	16.2478617636769	-2.39630326938262	0.736888748445224	-3.25192001430151	0.00114628274646423	0.0474343874198277	-1.70193470693901	"LGI1"	"leucine rich glioma inactivated 1"	"9211"	32	12	81	14	0	3	5	3	4	13	20
"ENSG00000108370"	59.7585608625318	-1.55269734739298	0.368750398873814	-4.21070011621686	2.54580499477746e-05	0.00350340359256673	-1.40407067889565	"RGS9"	"regulator of G protein signaling 9"	"8787"	89	66	170	110	15	60	28	47	34	39	27
"ENSG00000109674"	13.0649873563602	3.57003311200101	0.719068389659575	4.96480329734861	6.87707353259232e-07	0.000221166684808169	2.59254145606209	"NEIL3"	"nei like DNA glycosylase 3"	"55247"	0	3	3	1	11	18	39	21	21	16	13
"ENSG00000109794"	281.13850438459	-1.16637322156439	0.336450385202138	-3.4667019948978	0.00052688568305683	0.0290756350535775	-1.0716860671578	"FAM149A"	"family with sequence similarity 149 member A"	"25854"	336	380	489	662	82	313	170	117	151	202	359
"ENSG00000109846"	2731.62057636079	-1.8789656042766	0.525128966414847	-3.57810314122386	0.000346096881757914	0.0218496636483472	-1.55116744558154	"CRYAB"	"crystallin alpha B"	"1410"	963	5404	2496	13884	786	1611	888	986	991	1045	3400
"ENSG00000109906"	2585.29605332839	-2.23452181811572	0.590882166586061	-3.7816707703773	0.00015577930121521	0.0124514122164298	-1.76625778995469	"ZBTB16"	"zinc finger and BTB domain containing 16"	"7704"	1638	6368	7096	7168	144	848	178	1190	3605	1559	777
"ENSG00000110427"	31.1739139729061	-2.64406700205212	0.684468385959866	-3.86294978159467	0.000112026043834025	0.00995144536832118	-1.95274697705241	"KIAA1549L"	"KIAA1549 like"	"25758"	7	28	193	51	6	17	6	9	6	6	25
"ENSG00000112175"	275.349264405624	-2.1750957662212	0.582449169779853	-3.73439585645442	0.000188166333499174	0.0139149106633149	-1.72889529366308	"BMP5"	"bone morphogenetic protein 5"	"653"	24	650	606	1112	58	218	94	104	70	84	229
"ENSG00000112183"	33.2482647037236	-1.85430030339526	0.405566361148887	-4.57212550405413	4.8280160173169e-06	0.000981108328549183	-1.64482034141022	"RBM24"	"RNA binding motif protein 24"	"221662"	37	55	55	122	7	19	24	14	10	25	24
"ENSG00000112186"	164.261837645803	-2.05567654303212	0.488250262906917	-4.2102927519038	2.55039989362299e-05	0.00350340359256673	-1.73785879045082	"CAP2"	"cyclase associated actin cytoskeleton regulatory protein 2"	"10486"	77	393	139	807	30	96	45	84	65	94	135
"ENSG00000112378"	252.769575486122	-2.01790066171618	0.520307911366591	-3.87828172056072	0.00010519685511186	0.00958553743779265	-1.67146386781334	"PERP"	"p53 apoptosis effector related to PMP22"	"64065"	93	444	827	720	47	302	53	97	60	150	152
"ENSG00000112394"	289.153602280788	2.976706099012	0.603234047306158	4.9345790614853	8.03238040413189e-07	0.000246711405311628	2.27243633519647	"SLC16A10"	"solute carrier family 16 member 10"	"117247"	35	69	102	18	174	1434	221	468	327	330	69
"ENSG00000112715"	938.814430640396	-1.43211962207519	0.299197697425119	-4.78653289914976	1.69687134438309e-06	0.000441768334000535	-1.33854118876092	"VEGFA"	"vascular endothelial growth factor A"	"7422"	1453	1692	2155	1298	414	555	509	349	748	523	921
"ENSG00000112742"	27.0165315207861	1.82260052408948	0.548329296740064	3.32391600252846	0.000887629267315194	0.0405079025898633	1.4675512286812	"TTK"	"TTK protein kinase"	"7272"	10	9	13	12	17	18	111	33	50	17	20
"ENSG00000112936"	3051.54427023891	2.10720284569354	0.512048185842035	4.11524326021849	3.86771292068948e-05	0.0049175721116264	1.73461356980119	"C7"	"complement C7"	"730"	265	1753	999	1217	1684	560	8440	4500	4970	5881	4866
"ENSG00000112964"	887.270933094078	-1.84264929284179	0.501537835069166	-3.67399857796905	0.000238784061016339	0.0165425488932861	-1.54433327964288	"GHR"	"growth hormone receptor"	"2690"	328	2211	518	4271	181	415	390	555	401	513	829
"ENSG00000113319"	339.572000113399	-1.34133078073953	0.338789560700489	-3.95918569027382	7.52057480047915e-05	0.00775782765078861	-1.23120142184152	"RASGRF2"	"Ras protein specific guanine nucleotide releasing factor 2"	"5924"	290	901	342	868	83	186	265	195	248	252	354
"ENSG00000113368"	129.908697931208	1.72526097171227	0.370898444096965	4.65157241603642	3.29413555571944e-06	0.000744202392984683	1.55436415778095	"LMNB1"	"lamin B1"	"4001"	43	40	79	61	131	92	357	141	157	163	165
"ENSG00000113578"	117.433699680719	-1.85666756461447	0.556466060683095	-3.33653334101868	0.000848302530520335	0.0391048869718446	-1.5007816699337	"FGF1"	"fibroblast growth factor 1"	"2246"	45	177	73	687	39	42	47	40	48	82	122
"ENSG00000113805"	20.4248578258845	-2.48453548657786	0.75036273192107	-3.311112587131	0.000929258127587895	0.0416429511077749	-1.74502231071161	"CNTN3"	"contactin 3"	"5067"	0	69	17	105	4	9	10	3	13	9	7
"ENSG00000114737"	376.399563518776	-1.08765534822325	0.333971482789869	-3.25673120093188	0.00112703104681157	0.047179970437429	-1.00051671696363	"CISH"	"cytokine inducible SH2 containing protein"	"1154"	864	349	387	827	94	289	405	171	269	422	313
"ENSG00000115380"	20779.791755989	1.96887686243107	0.326079287753896	6.03803104451409	1.56006056647647e-09	2.13229078226004e-06	1.81461401534188	"EFEMP1"	"EGF containing fibulin extracellular matrix protein 1"	"2202"	8706	6861	6933	8443	21642	14523	33252	39552	42656	24315	18593
"ENSG00000115425"	259.493730577431	-1.52649984849669	0.419905580459602	-3.63534070403609	0.000277613494541193	0.0184195205989758	-1.34296905218921	"PECR"	"peroxisomal trans-2-enoyl-CoA reductase"	"55825"	159	704	170	925	90	175	160	124	135	164	237
"ENSG00000115919"	1034.38525203796	1.50261583902004	0.396116282219116	3.7933705491784	0.000148616124186142	0.0119487363845659	1.33495372731251	"KYNU"	"kynureninase"	"8942"	595	499	360	582	599	996	1832	2767	1544	1442	424
"ENSG00000116667"	1076.88219092623	-1.17001711029894	0.360922059879008	-3.24174452149354	0.00118800469636809	0.0487744213804285	-1.06213523338393	"C1orf21"	"chromosome 1 open reading frame 21"	"81563"	1527	1467	2385	1660	384	1668	410	451	735	851	757
"ENSG00000116741"	360.858453949032	1.24110828086472	0.353324815905832	3.51265528203234	0.000443652673224702	0.026250410119633	1.1289521145839	"RGS2"	"regulator of G protein signaling 2"	"5997"	192	171	263	190	275	237	306	566	447	934	433
"ENSG00000117009"	64.0380462130113	1.81117632226585	0.5071549841012	3.57124819639836	0.000355284017189524	0.0221736161961023	1.49967158291367	"KMO"	"kynurenine 3-monooxygenase"	"8564"	19	43	15	29	34	20	194	149	71	59	97
"ENSG00000117069"	75.0601025949595	2.10523144903442	0.614907434719598	3.42365587105711	0.000617848074073664	0.032048377519692	1.60382416080887	"ST6GALNAC5"	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"	"81849"	9	37	41	15	44	36	37	216	290	41	74
"ENSG00000117594"	126.353137935483	1.29486065048647	0.358144696201097	3.61546789390235	0.000299805631782744	0.0195596342491959	1.17491266152467	"HSD11B1"	"hydroxysteroid 11-beta dehydrogenase 1"	"3290"	68	93	75	40	92	78	220	242	134	169	193
